reading_package	manip_package	op	type	time	size	max_memory	rows	cols
vroom_no_altrep	dplyr	setup	real	0.3652653694152832	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	read	process	48.320210033	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	read	real	45.65431070327759	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	print	process	0.10635076900000229	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	print	real	0.10635089874267578	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	head	process	1.9331200000038962e-4	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	head	real	1.9478797912597656e-4	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	tail	process	4.496849999995334e-4	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	tail	real	4.5108795166015625e-4	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	sample	process	0.00985494300000056	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	sample	real	0.009856462478637695	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	filter	process	0.015938357000003123	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	filter	real	0.015939712524414062	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	aggregate	process	0.3085045130000026	400248755	11019812864	1000000	25
vroom_no_altrep	dplyr	aggregate	real	0.3085005283355713	400248755	11019812864	1000000	25
