exprs	process	real	size	rows	cols	max_memory
"{ library(vroom) data <- vroom(file, col_types = c(pickup_datetime = ""c"")) vr..."	48.779882455	15.927396059036255	1712562547	15004556	11	13455028224
"readr::write_tsv(data, tempfile(fileext = "".tsv""))"	85.13068440699999	90.77958965301514	1712562547	15004556	11	13455028224
