exprs	process	real	size	rows	cols	max_memory
"{ library(vroom) data <- vroom(file, col_types = c(pickup_datetime = ""c"")) vr..."	46.544288186	15.386617183685303	1712562547	15004556	11	13836648448
"vroom_write(data, tempfile(fileext = "".gz""), delim = ""\t"")"	129.770727321	87.51497888565063	1712562547	15004556	11	13836648448
